,ppm,hm,sensor,strain,max
405,0.004,As,arsR,ALE3,1.4863543145606561
406,0.004,As,arsR,ALE3,1.247467938178231
407,0.004,As,arsR,ALE3,1.331531342395773
408,0.008,As,arsR,ALE3,1.3970068238213398
409,0.008,As,arsR,ALE3,1.2180490349504434
410,0.008,As,arsR,ALE3,1.4062539783577341
411,0.02,As,arsR,ALE3,1.5999076212471133
412,0.02,As,arsR,ALE3,1.3172689527910195
413,0.02,As,arsR,ALE3,1.602799613846366
414,0.03,As,arsR,ALE3,1.7220479431784552
415,0.03,As,arsR,ALE3,1.8692717880353276
416,0.03,As,arsR,ALE3,1.6689695567937761
417,0.06,As,arsR,ALE3,1.5892517788482787
418,0.06,As,arsR,ALE3,1.6558520115258561
419,0.06,As,arsR,ALE3,1.5487363309396078
420,0.1,As,arsR,ALE3,2.1517712865133625
421,0.1,As,arsR,ALE3,2.0510525042342125
422,0.1,As,arsR,ALE3,1.8376387570668098
423,0.25,As,arsR,ALE3,2.728972443986609
424,0.25,As,arsR,ALE3,3.073870517000466
425,0.25,As,arsR,ALE3,2.755313556139692
426,0.5,As,arsR,ALE3,3.1943549624175485
427,0.5,As,arsR,ALE3,3.2694676570721137
428,0.5,As,arsR,ALE3,2.931818181818181
429,1,As,arsR,ALE3,5.164815380957234
430,1,As,arsR,ALE3,3.606172839506173
431,1,As,arsR,ALE3,3.5789531421407306
432,2,As,arsR,ALE3,4.008862069
433,2,As,arsR,ALE3,4.165364034
434,2,As,arsR,ALE3,4.008745976994905
435,0.001,As,arsR,ALE4,0.9872222018818877
436,0.001,As,arsR,ALE4,0.9621674747739484
437,0.001,As,arsR,ALE4,1.0897876643073812
438,0.002,As,arsR,ALE4,1.190274314214464
439,0.002,As,arsR,ALE4,0.9315291581846487
440,0.002,As,arsR,ALE4,1.1880072137060416
441,0.004,As,arsR,ALE4,1.390090783197415
442,0.004,As,arsR,ALE4,1.3648507816200854
443,0.004,As,arsR,ALE4,1.2508198694226311
444,0.008,As,arsR,ALE4,1.5419532324621732
445,0.008,As,arsR,ALE4,1.2283936361303567
446,0.008,As,arsR,ALE4,1.2386178258935194
447,0.02,As,arsR,ALE4,1.515689381933439
448,0.02,As,arsR,ALE4,1.535037878787879
449,0.02,As,arsR,ALE4,1.5891720266444087
450,0.03,As,arsR,ALE4,1.4905968226706743
451,0.03,As,arsR,ALE4,1.4859005243021115
452,0.03,As,arsR,ALE4,1.5971032549447128
453,0.06,As,arsR,ALE4,1.602496616032486
454,0.06,As,arsR,ALE4,1.0322419186652765
455,0.06,As,arsR,ALE4,1.551898905257467
456,0.1,As,arsR,ALE4,1.432862400569868
457,0.1,As,arsR,ALE4,1.3966836734693877
458,0.1,As,arsR,ALE4,1.6144592952612395
459,0.25,As,arsR,ALE4,2.1719195664575013
460,0.25,As,arsR,ALE4,1.900888133
461,0.25,As,arsR,ALE4,1.6271442986881939
462,0.5,As,arsR,ALE4,2.2034334763948498
463,0.5,As,arsR,ALE4,2.13614122
464,0.5,As,arsR,ALE4,2.533057519924312
465,1,As,arsR,ALE4,2.441344396006188
466,1,As,arsR,ALE4,3.057168784029038
467,1,As,arsR,ALE4,2.6542635658914726
468,2,As,arsR,ALE4,3.040867093
469,2,As,arsR,ALE4,3.6231608922638823
470,2,As,arsR,ALE4,3.450359712230216
471,0.001,Cd,zntA,ALE3,1.873117298037426
472,0.001,Cd,zntA,ALE3,1.908410960766982
473,0.001,Cd,zntA,ALE3,2.000097066174865
474,0.002,Cd,zntA,ALE3,1.5615695922697046
475,0.002,Cd,zntA,ALE3,1.8839604504257075
476,0.002,Cd,zntA,ALE3,1.664770717104368
477,0.004,Cd,zntA,ALE3,2.0444705192138457
478,0.004,Cd,zntA,ALE3,1.9325996610248195
479,0.004,Cd,zntA,ALE3,1.847021943573668
480,0.008,Cd,zntA,ALE3,1.9612943372744245
481,0.008,Cd,zntA,ALE3,1.7034292356873002
482,0.008,Cd,zntA,ALE3,2.4434686256001967
483,0.02,Cd,zntA,ALE3,3.2838802889576884
484,0.02,Cd,zntA,ALE3,1.8408612708654792
485,0.02,Cd,zntA,ALE3,3.3821667078901805
486,0.03,Cd,zntA,ALE3,3.9226097099875306
487,0.03,Cd,zntA,ALE3,3.9856930461747595
488,0.03,Cd,zntA,ALE3,4.158985451923485
489,0.06,Cd,zntA,ALE3,5.162630682387521
490,0.06,Cd,zntA,ALE3,4.855389007851534
491,0.06,Cd,zntA,ALE3,4.9857846032683595
492,0.1,Cd,zntA,ALE3,5.1147178977586405
493,0.1,Cd,zntA,ALE3,5.390250717414287
494,0.1,Cd,zntA,ALE3,6.596323078808679
495,0.25,Cd,zntA,ALE3,8.065346143201676
496,0.25,Cd,zntA,ALE3,9.356866136285023
497,0.25,Cd,zntA,ALE3,7.016867210174215
498,0.5,Cd,zntA,ALE3,8.852908421
499,0.5,Cd,zntA,ALE3,8.524454929082172
500,0.5,Cd,zntA,ALE3,9.346846846846846
501,1,Cd,zntA,ALE3,9.149213020189533
502,1,Cd,zntA,ALE3,9.349439828021001
503,1,Cd,zntA,ALE3,10.199526467106375
504,2,Cd,zntA,ALE3,9.730899576376775
505,2,Cd,zntA,ALE3,10.326032205695231
506,2,Cd,zntA,ALE3,10.529583617747438
507,0.001,Cd,zntA,ALE4,1.0875312443681782
508,0.001,Cd,zntA,ALE4,0.9889183705322302
509,0.001,Cd,zntA,ALE4,1.1150425917940623
510,0.002,Cd,zntA,ALE4,1.0187992722862342
511,0.002,Cd,zntA,ALE4,0.8627847721822542
512,0.002,Cd,zntA,ALE4,1.1737291139838821
513,0.004,Cd,zntA,ALE4,0.9737793529340455
514,0.004,Cd,zntA,ALE4,0.9176918981027379
515,0.004,Cd,zntA,ALE4,1.0672694889710919
516,0.008,Cd,zntA,ALE4,0.9019437117467796
517,0.008,Cd,zntA,ALE4,0.9619827480143813
518,0.008,Cd,zntA,ALE4,0.9937289711061362
519,0.02,Cd,zntA,ALE4,1.1313239105342248
520,0.02,Cd,zntA,ALE4,1.1078717818428183
521,0.02,Cd,zntA,ALE4,1.10424268
522,0.03,Cd,zntA,ALE4,1.3461863214185197
523,0.03,Cd,zntA,ALE4,1.5139425489212242
524,0.03,Cd,zntA,ALE4,1.3724359409276976
525,0.06,Cd,zntA,ALE4,1.738040123
526,0.06,Cd,zntA,ALE4,1.786968475073314
527,0.06,Cd,zntA,ALE4,1.7070631799786762
528,0.1,Cd,zntA,ALE4,2.214147286821706
529,0.1,Cd,zntA,ALE4,2.5277901995857652
530,0.1,Cd,zntA,ALE4,2.1493563062627046
531,0.25,Cd,zntA,ALE4,2.4947252401196667
532,0.25,Cd,zntA,ALE4,2.8234829797730634
533,0.25,Cd,zntA,ALE4,2.708887902987282
534,0.5,Cd,zntA,ALE4,3.0177131782945734
535,0.5,Cd,zntA,ALE4,3.215213575190169
536,0.5,Cd,zntA,ALE4,3.2531862503693483
537,1,Cd,zntA,ALE4,3.3292425815790305
538,1,Cd,zntA,ALE4,3.268933981137468
539,1,Cd,zntA,ALE4,3.8322665689190893
540,2,Cd,zntA,ALE4,3.712452585416755
541,2,Cd,zntA,ALE4,3.435014366392549
542,2,Cd,zntA,ALE4,4.072044273966398
543,0.001,Hg,merR,ALE3,1.3401988636363635
544,0.001,Hg,merR,ALE3,1.2285019235121069
545,0.001,Hg,merR,ALE3,1.218291788856305
546,0.002,Hg,merR,ALE3,1.3492063492063495
547,0.002,Hg,merR,ALE3,1.250968616815188
548,0.002,Hg,merR,ALE3,1.197940050178265
549,0.004,Hg,merR,ALE3,1.3118271181151504
550,0.004,Hg,merR,ALE3,1.169823727
551,0.004,Hg,merR,ALE3,1.6358695652173914
552,0.006,Hg,merR,ALE3,1.2708661417322833
553,0.006,Hg,merR,ALE3,1.4310077519379845
554,0.006,Hg,merR,ALE3,1.2607192754251577
555,0.01,Hg,merR,ALE3,2.286224108
556,0.01,Hg,merR,ALE3,2.4732833105957255
557,0.01,Hg,merR,ALE3,1.7211324035226974
558,0.02,Hg,merR,ALE3,5.882616133701802
559,0.02,Hg,merR,ALE3,6.039628994345976
560,0.02,Hg,merR,ALE3,5.833983866770753
561,0.04,Hg,merR,ALE3,9.784926709
562,0.04,Hg,merR,ALE3,8.326474458667304
563,0.04,Hg,merR,ALE3,9.776728087720045
564,0.06,Hg,merR,ALE3,12.015557173285881
565,0.06,Hg,merR,ALE3,11.561203043845877
566,0.06,Hg,merR,ALE3,11.09457177655982
567,0.1,Hg,merR,ALE3,15.401776966994358
568,0.1,Hg,merR,ALE3,16.72743563856638
569,0.1,Hg,merR,ALE3,15.998426853916195
570,0.2,Hg,merR,ALE3,21.702850038255544
571,0.2,Hg,merR,ALE3,24.073107655197205
572,0.2,Hg,merR,ALE3,28.27589677323162
573,0.4,Hg,merR,ALE3,8.382824581
574,0.4,Hg,merR,ALE3,8.791534822200743
575,0.4,Hg,merR,ALE3,7.226181818181818
576,0.6,Hg,merR,ALE3,1.064576334453154
577,0.6,Hg,merR,ALE3,1.0591799636437085
578,0.6,Hg,merR,ALE3,0.808570098
579,0.001,Hg,merR,ALE4,0.7118759972646456
580,0.001,Hg,merR,ALE4,0.788870655
581,0.001,Hg,merR,ALE4,0.9302972942879411
582,0.002,Hg,merR,ALE4,0.8090085702026001
583,0.002,Hg,merR,ALE4,0.6694281855020261
584,0.002,Hg,merR,ALE4,0.9491273334345119
585,0.004,Hg,merR,ALE4,0.8480544971712274
586,0.004,Hg,merR,ALE4,0.821251027
587,0.004,Hg,merR,ALE4,0.8656724661695664
588,0.006,Hg,merR,ALE4,0.8158859023587492
589,0.006,Hg,merR,ALE4,0.7385390428211588
590,0.006,Hg,merR,ALE4,0.7284731911500897
591,0.01,Hg,merR,ALE4,0.9489685124864277
592,0.01,Hg,merR,ALE4,1.0493462387502122
593,0.01,Hg,merR,ALE4,0.9262580225095342
594,0.02,Hg,merR,ALE4,3.0895029211761327
595,0.02,Hg,merR,ALE4,2.861345565749236
596,0.02,Hg,merR,ALE4,3.2472022750056264
597,0.04,Hg,merR,ALE4,7.346925504446782
598,0.04,Hg,merR,ALE4,6.062421824455466
599,0.04,Hg,merR,ALE4,7.378951389552096
600,0.06,Hg,merR,ALE4,8.141549725442342
601,0.06,Hg,merR,ALE4,7.980573476702508
602,0.06,Hg,merR,ALE4,8.466131358784498
603,0.1,Hg,merR,ALE4,10.728787299158379
604,0.1,Hg,merR,ALE4,8.132718948
605,0.1,Hg,merR,ALE4,9.679879737
606,0.2,Hg,merR,ALE4,7.7175161252240345
607,0.2,Hg,merR,ALE4,7.230984204131228
608,0.2,Hg,merR,ALE4,5.8314521029698865
609,0.4,Hg,merR,ALE4,5.042646526772794
610,0.4,Hg,merR,ALE4,0.888062016
611,0.4,Hg,merR,ALE4,4.001379724055189
612,0.6,Hg,merR,ALE4,0.7892547033285094
613,0.6,Hg,merR,ALE4,0.7313639322916666
614,0.6,Hg,merR,ALE4,0.6615307366759917
615,0.01,Pb,zraP,ALE3,1.0549460723047723
616,0.01,Pb,zraP,ALE3,0.9936349959495431
617,0.01,Pb,zraP,ALE3,0.9094078083989502
618,0.02,Pb,zraP,ALE3,1.0968416163492802
619,0.02,Pb,zraP,ALE3,0.9796326470152571
620,0.02,Pb,zraP,ALE3,0.9907105014877714
621,0.03,Pb,zraP,ALE3,0.791082624
622,0.03,Pb,zraP,ALE3,0.9062741673942871
623,0.03,Pb,zraP,ALE3,1.0982628298634134
624,0.04,Pb,zraP,ALE3,1.1547018688816375
625,0.04,Pb,zraP,ALE3,0.9357170227666125
626,0.04,Pb,zraP,ALE3,1.3771021021021022
627,0.06,Pb,zraP,ALE3,0.805422064
628,0.06,Pb,zraP,ALE3,1.2991607488702388
629,0.06,Pb,zraP,ALE3,1.018542887905252
630,0.1,Pb,zraP,ALE3,1.0099381625441697
631,0.1,Pb,zraP,ALE3,1.1340555083545738
632,0.1,Pb,zraP,ALE3,1.148804810089456
633,0.2,Pb,zraP,ALE3,1.6042402826855122
634,0.2,Pb,zraP,ALE3,1.836228287841191
635,0.2,Pb,zraP,ALE3,1.5776166573712584
636,0.3,Pb,zraP,ALE3,2.146625060366284
637,0.3,Pb,zraP,ALE3,2.4312121576647012
638,0.3,Pb,zraP,ALE3,2.2684674402384126
639,0.4,Pb,zraP,ALE3,2.740552939756127
640,0.4,Pb,zraP,ALE3,2.501653353148802
641,0.4,Pb,zraP,ALE3,2.812318419523533
642,0.6,Pb,zraP,ALE3,3.3429287026214727
643,0.6,Pb,zraP,ALE3,3.7947907521217443
644,0.6,Pb,zraP,ALE3,3.3833301689766477
645,1,Pb,zraP,ALE3,4.494441531200838
646,1,Pb,zraP,ALE3,4.404228329809725
647,1,Pb,zraP,ALE3,5.092304906753576
648,2,Pb,zraP,ALE3,6.2015673509580544
649,2,Pb,zraP,ALE3,5.818874941887494
650,2,Pb,zraP,ALE3,7.980747786159396
651,0.01,Pb,zraP,ALE4,0.6603600116132778
652,0.01,Pb,zraP,ALE4,0.5663822041727264
653,0.01,Pb,zraP,ALE4,0.6578602763045898
654,0.02,Pb,zraP,ALE4,0.7573099415204678
655,0.02,Pb,zraP,ALE4,0.725177687
656,0.02,Pb,zraP,ALE4,0.5724639144039568
657,0.03,Pb,zraP,ALE4,0.7599587203302375
658,0.03,Pb,zraP,ALE4,0.7496432403154067
659,0.03,Pb,zraP,ALE4,1.095153061
660,0.04,Pb,zraP,ALE4,1.0538294290924395
661,0.04,Pb,zraP,ALE4,0.7099136517652203
662,0.04,Pb,zraP,ALE4,0.6950033534540577
663,0.06,Pb,zraP,ALE4,0.7658604323405666
664,0.06,Pb,zraP,ALE4,0.7089100872742033
665,0.06,Pb,zraP,ALE4,0.6386456509048453
666,0.1,Pb,zraP,ALE4,0.7681591083781707
667,0.1,Pb,zraP,ALE4,0.9713290702212615
668,0.1,Pb,zraP,ALE4,0.8546511627906976
669,0.2,Pb,zraP,ALE4,1.148182929374236
670,0.2,Pb,zraP,ALE4,1.132566829548721
671,0.2,Pb,zraP,ALE4,1.0794548727179223
672,0.3,Pb,zraP,ALE4,1.6313601834599398
673,0.3,Pb,zraP,ALE4,1.3887012065294533
674,0.3,Pb,zraP,ALE4,1.4501169671116003
675,0.4,Pb,zraP,ALE4,1.6929672863525003
676,0.4,Pb,zraP,ALE4,1.5325867249385414
677,0.4,Pb,zraP,ALE4,1.6911764705882353
678,0.6,Pb,zraP,ALE4,2.219094994981891
679,0.6,Pb,zraP,ALE4,2.321656512909777
680,0.6,Pb,zraP,ALE4,2.2375249500998007
681,1,Pb,zraP,ALE4,3.2358105735202747
682,1,Pb,zraP,ALE4,3.304194684598143
683,1,Pb,zraP,ALE4,3.852246009157282
684,2,Pb,zraP,ALE4,5.307496097234613
685,2,Pb,zraP,ALE4,4.291284772471458
686,2,Pb,zraP,ALE4,5.560504030200999
687,0,0,0,0,1.2601973684210528
688,0,0,0,0,1.3186287899481017
689,0,0,0,0,1.1279862009486847
690,0.01,Pb,zntA,ALE1,1.789291081057191
691,0.01,Pb,zntA,ALE1,1.6866728224068943
692,0.01,Pb,zntA,ALE1,1.869045412418906
693,0.02,Pb,zntA,ALE1,1.9080357142857143
694,0.02,Pb,zntA,ALE1,1.752304788636968
695,0.02,Pb,zntA,ALE1,1.8695544554455445
696,0.03,Pb,zntA,ALE1,1.9865237366003063
697,0.03,Pb,zntA,ALE1,2.002685382972231
698,0.03,Pb,zntA,ALE1,2.210458081244598
699,0.04,Pb,zntA,ALE1,2.5319228468899526
700,0.04,Pb,zntA,ALE1,1.9064105972000709
701,0.04,Pb,zntA,ALE1,2.505566753047317
702,0.07,Pb,zntA,ALE1,3.046063829787234
703,0.07,Pb,zntA,ALE1,2.9038514824050985
704,0.07,Pb,zntA,ALE1,3.1936332179930798
705,0.1,Pb,zntA,ALE1,3.530633187772926
706,0.1,Pb,zntA,ALE1,3.575094230211656
707,0.1,Pb,zntA,ALE1,4.0109884790395975
708,0.2,Pb,zntA,ALE1,5.2414327953080315
709,0.2,Pb,zntA,ALE1,4.705582028590879
710,0.2,Pb,zntA,ALE1,4.729835304054054
711,0.3,Pb,zntA,ALE1,6.591180555555557
712,0.3,Pb,zntA,ALE1,6.260923390620448
713,0.3,Pb,zntA,ALE1,6.305698494
714,0.4,Pb,zntA,ALE1,6.878521517302573
715,0.4,Pb,zntA,ALE1,6.648479120123733
716,0.4,Pb,zntA,ALE1,7.182467095194368
717,0.6,Pb,zntA,ALE1,6.659215101838052
718,0.6,Pb,zntA,ALE1,2.6460947608387584
719,0.6,Pb,zntA,ALE1,4.91165839
720,1,Pb,zntA,ALE1,1.3316700960219479
721,1,Pb,zntA,ALE1,1.224071252783312
722,1,Pb,zntA,ALE1,1.2364920447021528
723,2,Pb,zntA,ALE1,0.6797468354430379
724,2,Pb,zntA,ALE1,0.9573470554602631
725,2,Pb,zntA,ALE1,0.9460038855764722
726,0.001,As,arsR,ALE5,0.9810129457188281
727,0.001,As,arsR,ALE5,0.9887860366583772
728,0.001,As,arsR,ALE5,1.0371983188179732
729,0.002,As,arsR,ALE5,1.1497668997668997
730,0.002,As,arsR,ALE5,1.0220025510204083
731,0.002,As,arsR,ALE5,0.9414430251181686
732,0.004,As,arsR,ALE5,1.141376959781868
733,0.004,As,arsR,ALE5,1.1788054379318027
734,0.004,As,arsR,ALE5,1.1364932065500095
735,0.008,As,arsR,ALE5,1.3682894298099366
736,0.008,As,arsR,ALE5,1.2518939393939392
737,0.008,As,arsR,ALE5,1.6366966366966367
738,0.02,As,arsR,ALE5,1.7252883213291503
739,0.02,As,arsR,ALE5,1.711666666666667
740,0.02,As,arsR,ALE5,1.9447544642857146
741,0.03,As,arsR,ALE5,1.8486753088036318
742,0.03,As,arsR,ALE5,1.9848729733824944
743,0.03,As,arsR,ALE5,1.8047871668561324
744,0.06,As,arsR,ALE5,2.1520717377860232
745,0.06,As,arsR,ALE5,2.1693989071038255
746,0.06,As,arsR,ALE5,2.0765167737330477
747,0.1,As,arsR,ALE5,2.8250372710887612
748,0.1,As,arsR,ALE5,2.528241284763024
749,0.1,As,arsR,ALE5,2.5442833240379255
750,0.25,As,arsR,ALE5,3.621811613127884
751,0.25,As,arsR,ALE5,3.4667202980777376
752,0.25,As,arsR,ALE5,3.356312814070352
753,0.5,As,arsR,ALE5,4.328181150739983
754,0.5,As,arsR,ALE5,5.074245492237971
755,0.5,As,arsR,ALE5,4.658894160501877
756,1,As,arsR,ALE5,5.367806958849114
757,1,As,arsR,ALE5,4.887366564559548
758,1,As,arsR,ALE5,4.936816926607288
759,2,As,arsR,ALE5,6.155024509803921
760,2,As,arsR,ALE5,5.620406949577334
761,2,As,arsR,ALE5,5.498312365756367
762,0.001,Cd,zntA,ALE5,1.2650788008057827
763,0.001,Cd,zntA,ALE5,1.1395121951219513
764,0.001,Cd,zntA,ALE5,1.2661181064711509
765,0.002,Cd,zntA,ALE5,1.131963382196229
766,0.002,Cd,zntA,ALE5,1.3309615678484108
767,0.002,Cd,zntA,ALE5,1.2042408590458067
768,0.004,Cd,zntA,ALE5,1.2491132056349445
769,0.004,Cd,zntA,ALE5,1.2222784810126583
770,0.004,Cd,zntA,ALE5,1.3730535326929036
771,0.008,Cd,zntA,ALE5,1.2492076932381757
772,0.008,Cd,zntA,ALE5,1.357690274841438
773,0.008,Cd,zntA,ALE5,1.5013586956521738
774,0.02,Cd,zntA,ALE5,1.3915832691814216
775,0.02,Cd,zntA,ALE5,1.5676428631366954
776,0.02,Cd,zntA,ALE5,1.6197461212976025
777,0.03,Cd,zntA,ALE5,1.6402505054788608
778,0.03,Cd,zntA,ALE5,1.8168141527497468
779,0.03,Cd,zntA,ALE5,1.7854657417368403
780,0.06,Cd,zntA,ALE5,1.8039841160447638
781,0.06,Cd,zntA,ALE5,2.276082397927717
782,0.06,Cd,zntA,ALE5,2.1226897457547613
783,0.1,Cd,zntA,ALE5,2.1415384615384614
784,0.1,Cd,zntA,ALE5,2.1338094175407276
785,0.1,Cd,zntA,ALE5,2.1902276352037116
786,0.25,Cd,zntA,ALE5,2.4477223692019283
787,0.25,Cd,zntA,ALE5,2.6288883140399664
788,0.25,Cd,zntA,ALE5,2.6698433971161246
789,0.5,Cd,zntA,ALE5,2.674156530511642
790,0.5,Cd,zntA,ALE5,2.790389560258254
791,0.5,Cd,zntA,ALE5,2.858064137890602
792,1,Cd,zntA,ALE5,2.6503219176982484
793,1,Cd,zntA,ALE5,3.217792348185749
794,1,Cd,zntA,ALE5,2.787786506096365
795,2,Cd,zntA,ALE5,3.076231079125435
796,2,Cd,zntA,ALE5,3.0059466097860508
797,2,Cd,zntA,ALE5,3.084294014571613
798,0.001,Hg,merR,ALE5,0.9504567974182991
799,0.001,Hg,merR,ALE5,1.1234558544903372
800,0.001,Hg,merR,ALE5,1
801,0.002,Hg,merR,ALE5,1.2055052790346907
802,0.002,Hg,merR,ALE5,1.0587546032808839
803,0.002,Hg,merR,ALE5,0.959775025
804,0.004,Hg,merR,ALE5,1.4261625147055788
805,0.004,Hg,merR,ALE5,1.376525952846892
806,0.004,Hg,merR,ALE5,1.6400891300135634
