,ppm,hm,sensor,strain,max
807,0.006,Hg,merR,ALE5,1.9778858911985846
808,0.006,Hg,merR,ALE5,2.0282676672920577
809,0.006,Hg,merR,ALE5,1.7952474875551796
810,0.01,Hg,merR,ALE5,3.763286818825606
811,0.01,Hg,merR,ALE5,3.351925041076424
812,0.01,Hg,merR,ALE5,2.9906678331875183
813,0.02,Hg,merR,ALE5,5.037128712871287
814,0.02,Hg,merR,ALE5,4.510838338991904
815,0.02,Hg,merR,ALE5,5.508674101610905
816,0.04,Hg,merR,ALE5,8.566546446164672
817,0.04,Hg,merR,ALE5,12.71017234131988
818,0.04,Hg,merR,ALE5,11.080207894367188
819,0.06,Hg,merR,ALE5,15.457034029550876
820,0.06,Hg,merR,ALE5,15.040554241297738
821,0.06,Hg,merR,ALE5,16.756743107683125
822,0.1,Hg,merR,ALE5,25.06196292257361
823,0.1,Hg,merR,ALE5,21.213134414276123
824,0.1,Hg,merR,ALE5,24.02832657669215
825,0.2,Hg,merR,ALE5,6.039195192056441
826,0.2,Hg,merR,ALE5,5.822474596533174
827,0.2,Hg,merR,ALE5,6.520993788819876
828,0.4,Hg,merR,ALE5,1
829,0.4,Hg,merR,ALE5,1.0884866592551417
830,0.4,Hg,merR,ALE5,6.538063958513396
831,0.6,Hg,merR,ALE5,0.9907886961660121
832,0.6,Hg,merR,ALE5,1
833,0.6,Hg,merR,ALE5,1
834,0.01,Cd,cadC,ALE1,1.0062499999999999
835,0.01,Cd,cadC,ALE1,0.9865021770682149
836,0.01,Cd,cadC,ALE1,1.045548961424332
837,0.02,Cd,cadC,ALE1,1.0902909550917141
838,0.02,Cd,cadC,ALE1,1.0164670658682633
839,0.02,Cd,cadC,ALE1,0.9475750895563516
840,0.03,Cd,cadC,ALE1,1.046847763
841,0.03,Cd,cadC,ALE1,1.0305503731343284
842,0.03,Cd,cadC,ALE1,1.122432859399684
843,0.04,Cd,cadC,ALE1,1.0232098251457118
844,0.04,Cd,cadC,ALE1,0.9995039682539684
845,0.04,Cd,cadC,ALE1,1.0845933562428407
846,0.06,Cd,cadC,ALE1,1.0319282136894825
847,0.06,Cd,cadC,ALE1,1.200159156470705
848,0.06,Cd,cadC,ALE1,1.1608041196276488
849,0.1,Cd,cadC,ALE1,1.1076680672268908
850,0.1,Cd,cadC,ALE1,1.102653424251408
851,0.1,Cd,cadC,ALE1,1.0915467625899282
852,0.2,Cd,cadC,ALE1,1.2149178255372945
853,0.2,Cd,cadC,ALE1,1.0893551873198848
854,0.2,Cd,cadC,ALE1,1.1755770114942528
855,0.3,Cd,cadC,ALE1,1.118380226
856,0.3,Cd,cadC,ALE1,1.1445621862799777
857,0.3,Cd,cadC,ALE1,1.107066381156317
858,0.4,Cd,cadC,ALE1,1.2636427566807316
859,0.4,Cd,cadC,ALE1,1.085554614181439
860,0.4,Cd,cadC,ALE1,1.1565405218593399
861,0.6,Cd,cadC,ALE1,1.1802971071149335
862,0.6,Cd,cadC,ALE1,1.1984928145811427
863,0.6,Cd,cadC,ALE1,1.2148945363132881
864,1,Cd,cadC,ALE1,1.1761442913050877
865,1,Cd,cadC,ALE1,1.280581447870899
866,1,Cd,cadC,ALE1,1.3177826983278613
867,2,Cd,cadC,ALE1,1.1144523210610564
868,2,Cd,cadC,ALE1,1.2105263157894737
869,2,Cd,cadC,ALE1,1.3403508771929826
870,0,0,0,0,1.1067167051578137
871,0,0,0,0,1.071244058689812
872,0,0,0,0,0.9750715648854962
873,0.01,Pb,zntA,ALE1,1.749619714024947
874,0.01,Pb,zntA,ALE1,1.6976334582252537
875,0.01,Pb,zntA,ALE1,1.694986641521295
876,0.02,Pb,zntA,ALE1,1.6780210643015523
877,0.02,Pb,zntA,ALE1,1.7267049461065778
878,0.02,Pb,zntA,ALE1,1.8096666666666668
879,0.03,Pb,zntA,ALE1,1.7743823529411764
880,0.03,Pb,zntA,ALE1,2.0326606643899408
881,0.03,Pb,zntA,ALE1,1.7368452949108373
882,0.04,Pb,zntA,ALE1,1.9615131723140313
883,0.04,Pb,zntA,ALE1,2.0707612981498333
884,0.04,Pb,zntA,ALE1,2.1247481108312343
885,0.07,Pb,zntA,ALE1,3.3605577995177613
886,0.07,Pb,zntA,ALE1,2.5844118567999166
887,0.07,Pb,zntA,ALE1,2.562734584450402
888,0.1,Pb,zntA,ALE1,3.137261655029901
889,0.1,Pb,zntA,ALE1,3.1174411203055374
890,0.1,Pb,zntA,ALE1,2.971655671021804
891,0.2,Pb,zntA,ALE1,3.8607313432835815
892,0.2,Pb,zntA,ALE1,3.7551667144749956
893,0.2,Pb,zntA,ALE1,4.335782223679895
894,0.3,Pb,zntA,ALE1,5.271188291830493
895,0.3,Pb,zntA,ALE1,6.378300803673938
896,0.3,Pb,zntA,ALE1,5.610341034103411
897,0.4,Pb,zntA,ALE1,7.743671210413036
898,0.4,Pb,zntA,ALE1,7.482636988384115
899,0.4,Pb,zntA,ALE1,8.058903216
900,0.6,Pb,zntA,ALE1,2.955119241823973
901,0.6,Pb,zntA,ALE1,4.522105263157894
902,0.6,Pb,zntA,ALE1,3.2537110172953834
903,1,Pb,zntA,ALE1,2.040216468590832
904,1,Pb,zntA,ALE1,2.9301868239921336
905,1,Pb,zntA,ALE1,2.3453171390013496
906,2,Pb,zntA,ALE1,1.886557439877359
907,2,Pb,zntA,ALE1,2.6160768689946097
908,2,Pb,zntA,ALE1,2.2656327543424313
909,0.01,Pb,zntA,ALE2,1.3599024173874474
910,0.01,Pb,zntA,ALE2,1.2518329938900206
911,0.01,Pb,zntA,ALE2,1.413923981255652
912,0.02,Pb,zntA,ALE2,1.4015080226806613
913,0.02,Pb,zntA,ALE2,1.3211267605633803
914,0.02,Pb,zntA,ALE2,1.4904015857069157
915,0.03,Pb,zntA,ALE2,1.5408706282810365
916,0.03,Pb,zntA,ALE2,1.4967389348686577
917,0.03,Pb,zntA,ALE2,1.4643091505650747
918,0.04,Pb,zntA,ALE2,1.6160288758059995
919,0.04,Pb,zntA,ALE2,1.4933958151700089
920,0.04,Pb,zntA,ALE2,1.6901372057569568
921,0.07,Pb,zntA,ALE2,1.9465872733736223
922,0.07,Pb,zntA,ALE2,2.509269124227573
923,0.07,Pb,zntA,ALE2,2.349972677595628
924,0.1,Pb,zntA,ALE2,2.3216135458167333
925,0.1,Pb,zntA,ALE2,2.182490680335508
926,0.1,Pb,zntA,ALE2,2.341914764800337
927,0.2,Pb,zntA,ALE2,2.7129549071618038
928,0.2,Pb,zntA,ALE2,2.7046213646467345
929,0.2,Pb,zntA,ALE2,2.6810301949509285
930,0.3,Pb,zntA,ALE2,3.254112973055569
931,0.3,Pb,zntA,ALE2,3.444674744897959
932,0.3,Pb,zntA,ALE2,3.054848291958413
933,0.4,Pb,zntA,ALE2,4.479392212725546
934,0.4,Pb,zntA,ALE2,4.378881008668244
935,0.4,Pb,zntA,ALE2,4.460712189
936,0.6,Pb,zntA,ALE2,4.383274364747507
937,0.6,Pb,zntA,ALE2,3.908182748
938,0.6,Pb,zntA,ALE2,4.634482759
939,1,Pb,zntA,ALE2,2.3324378109452737
940,1,Pb,zntA,ALE2,2.3416965352449224
941,1,Pb,zntA,ALE2,2.521127224
942,2,Pb,zntA,ALE2,0.9873432601880879
943,2,Pb,zntA,ALE2,1.108228064185729
944,2,Pb,zntA,ALE2,0.986691991
945,0.01,Pb,zntA,ALE3,1.5862244966488024
946,0.01,Pb,zntA,ALE3,1.6211371034900446
947,0.01,Pb,zntA,ALE3,1.3801290322580646
948,0.02,Pb,zntA,ALE3,1.3300116259757517
949,0.02,Pb,zntA,ALE3,1.675341652
950,0.02,Pb,zntA,ALE3,1.368673773168155
951,0.03,Pb,zntA,ALE3,1.496077935222672
952,0.03,Pb,zntA,ALE3,1.5978299120234603
953,0.03,Pb,zntA,ALE3,1.2752755799012645
954,0.04,Pb,zntA,ALE3,1.5055579986318772
955,0.04,Pb,zntA,ALE3,2.305316806900087
956,0.04,Pb,zntA,ALE3,1.6983499883801998
957,0.07,Pb,zntA,ALE3,1.806738715829625
958,0.07,Pb,zntA,ALE3,2.3233690873922983
959,0.07,Pb,zntA,ALE3,2.224490290673713
960,0.1,Pb,zntA,ALE3,2.4112374634762697
961,0.1,Pb,zntA,ALE3,2.7648508714358635
962,0.1,Pb,zntA,ALE3,2.504835772896025
963,0.2,Pb,zntA,ALE3,3.2452225247461763
964,0.2,Pb,zntA,ALE3,3.307707952003254
965,0.2,Pb,zntA,ALE3,3.1462872387727883
966,0.3,Pb,zntA,ALE3,3.7885003437035722
967,0.3,Pb,zntA,ALE3,4.377912164171706
968,0.3,Pb,zntA,ALE3,3.892088328
969,0.4,Pb,zntA,ALE3,5.607341772151898
970,0.4,Pb,zntA,ALE3,5.333450333450333
971,0.4,Pb,zntA,ALE3,5.6619932235074195
972,0.6,Pb,zntA,ALE3,5.436161012132743
973,0.6,Pb,zntA,ALE3,5.704395604395605
974,0.6,Pb,zntA,ALE3,3.4262911730315264
975,1,Pb,zntA,ALE3,4.908498406193078
976,1,Pb,zntA,ALE3,5.089543351806897
977,1,Pb,zntA,ALE3,4.0740579216354345
978,2,Pb,zntA,ALE3,2.4422857142857146
979,2,Pb,zntA,ALE3,3.2596756276383023
980,2,Pb,zntA,ALE3,3.5470668485675305
981,0.01,Pb,zntA,ALE4,1.0186688311688312
982,0.01,Pb,zntA,ALE4,1.0205833406323903
983,0.01,Pb,zntA,ALE4,1.012496937025239
984,0.02,Pb,zntA,ALE4,1.145963188384542
985,0.02,Pb,zntA,ALE4,1.0000844808650842
986,0.02,Pb,zntA,ALE4,1.096326287585591
987,0.03,Pb,zntA,ALE4,1.1403731169846398
988,0.03,Pb,zntA,ALE4,1.1719818966424589
989,0.03,Pb,zntA,ALE4,1.0958249671120959
990,0.04,Pb,zntA,ALE4,1.6188096987509182
991,0.04,Pb,zntA,ALE4,1.4826446280991739
992,0.04,Pb,zntA,ALE4,1.5174629324546955
993,0.07,Pb,zntA,ALE4,1.7349782196654806
994,0.07,Pb,zntA,ALE4,1.6806151833841412
995,0.07,Pb,zntA,ALE4,2.067826863007586
996,0.1,Pb,zntA,ALE4,1.8735324576783863
997,0.1,Pb,zntA,ALE4,1.9936072843932817
998,0.1,Pb,zntA,ALE4,2.3261498543054544
999,0.2,Pb,zntA,ALE4,2.5340022029596283
1000,0.2,Pb,zntA,ALE4,2.820188660896626
1001,0.2,Pb,zntA,ALE4,2.455189126255652
1002,0.3,Pb,zntA,ALE4,2.690797546
1003,0.3,Pb,zntA,ALE4,2.8580093892593896
1004,0.3,Pb,zntA,ALE4,2.998611111111111
1005,0.4,Pb,zntA,ALE4,4.199465717
1006,0.4,Pb,zntA,ALE4,3.8903783978641195
1007,0.4,Pb,zntA,ALE4,3.5607285267809026
1008,0.6,Pb,zntA,ALE4,3.799133215908038
1009,0.6,Pb,zntA,ALE4,4.2116816665905255
1010,0.6,Pb,zntA,ALE4,3.5636838667537556
1011,1,Pb,zntA,ALE4,2.5399467753807827
1012,1,Pb,zntA,ALE4,2.3875828812537674
1013,1,Pb,zntA,ALE4,2.639287643017721
1014,2,Pb,zntA,ALE4,2.572851317440402
1015,2,Pb,zntA,ALE4,1.9964880818949415
1016,2,Pb,zntA,ALE4,2.346957033549147
1017,0.01,Pb,zntA,ALE5,1.1386699030116365
1018,0.01,Pb,zntA,ALE5,1.1526320440036228
1019,0.01,Pb,zntA,ALE5,1.2057522808102674
1020,0.02,Pb,zntA,ALE5,1.0918128822356432
1021,0.02,Pb,zntA,ALE5,1.1329750327646781
1022,0.02,Pb,zntA,ALE5,1.2919777047874987
1023,0.03,Pb,zntA,ALE5,1.5178446909667194
1024,0.03,Pb,zntA,ALE5,1.2767785518260502
1025,0.03,Pb,zntA,ALE5,1.2542582842985444
1026,0.04,Pb,zntA,ALE5,1.4381944444444446
1027,0.04,Pb,zntA,ALE5,1.394747294211101
1028,0.04,Pb,zntA,ALE5,1.4069582198468575
1029,0.07,Pb,zntA,ALE5,1.8778106833388177
1030,0.07,Pb,zntA,ALE5,1.633217115689382
1031,0.07,Pb,zntA,ALE5,1.7063086662300806
1032,0.1,Pb,zntA,ALE5,1.835808349677781
1033,0.1,Pb,zntA,ALE5,1.9227309422211967
1034,0.1,Pb,zntA,ALE5,1.9159663865546217
1035,0.2,Pb,zntA,ALE5,2.454768392370572
1036,0.2,Pb,zntA,ALE5,2.465992097908837
1037,0.2,Pb,zntA,ALE5,2.493000173120203
1038,0.3,Pb,zntA,ALE5,3.121593160254405
1039,0.3,Pb,zntA,ALE5,3.180845107532194
1040,0.3,Pb,zntA,ALE5,3.093301005747127
1041,0.4,Pb,zntA,ALE5,3.941009122543027
1042,0.4,Pb,zntA,ALE5,4.092418661755678
1043,0.4,Pb,zntA,ALE5,3.8924731182795704
1044,0.6,Pb,zntA,ALE5,4.210181286
1045,0.6,Pb,zntA,ALE5,4.0907839602416685
1046,0.6,Pb,zntA,ALE5,4.3026597582037995
1047,1,Pb,zntA,ALE5,2.9219053934571177
1048,1,Pb,zntA,ALE5,2.9066920503057574
1049,1,Pb,zntA,ALE5,2.723307021188201
1050,2,Pb,zntA,ALE5,1.0442584844258485
1051,2,Pb,zntA,ALE5,1.0785849952516617
1052,2,Pb,zntA,ALE5,1.1599860675722744
1053,0,0,0,0,1.3238587424633939
1054,0,0,0,0,1.253062540296583
1055,0,0,0,0,1.2586513994910942
1056,0.01,Cu,cusC,ALE5,2.104939479495709
1057,0.01,Cu,cusC,ALE5,1.860467184574816
1058,0.01,Cu,cusC,ALE5,1.4029467644727405
1059,0.02,Cu,cusC,ALE5,2.3772294540509034
1060,0.02,Cu,cusC,ALE5,1.4091778202676861
1061,0.02,Cu,cusC,ALE5,1.4613192182410422
1062,0.03,Cu,cusC,ALE5,2.541292996370156
1063,0.03,Cu,cusC,ALE5,1.4434120016721774
1064,0.03,Cu,cusC,ALE5,3.720510404900834
1065,0.04,Cu,cusC,ALE5,1.1396149245153142
1066,0.04,Cu,cusC,ALE5,2.409792045225116
1067,0.04,Cu,cusC,ALE5,5.358739380919832
1068,0.06,Cu,cusC,ALE5,0.8710232287949543
1069,0.06,Cu,cusC,ALE5,2.251582781295069
1070,0.06,Cu,cusC,ALE5,1.9314077780304755
1071,0.1,Cu,cusC,ALE5,0.4975436393495623
1072,0.1,Cu,cusC,ALE5,1.511840969706426
1073,0.1,Cu,cusC,ALE5,4.640926508323562
1074,0.2,Cu,cusC,ALE5,1.1747349674076786
1075,0.2,Cu,cusC,ALE5,3.1500913680428657
1076,0.2,Cu,cusC,ALE5,5.544350234098436
1077,0.3,Cu,cusC,ALE5,2.5739196577133345
1078,0.3,Cu,cusC,ALE5,2.8574215018952147
1079,0.3,Cu,cusC,ALE5,6.899317355713822
1080,0.4,Cu,cusC,ALE5,5.650310726169504
1081,0.4,Cu,cusC,ALE5,3.797428654208315
1082,0.4,Cu,cusC,ALE5,5.404028562
1083,0.6,Cu,cusC,ALE5,6.832813272200598
1084,0.6,Cu,cusC,ALE5,6.546965574352302
1085,0.6,Cu,cusC,ALE5,6.322181963952574
1086,1,Cu,cusC,ALE5,10.037206632733511
1087,1,Cu,cusC,ALE5,10.37997363
1088,1,Cu,cusC,ALE5,11.964467487260569
1089,2,Cu,cusC,ALE5,13.733183299374542
1090,2,Cu,cusC,ALE5,13.359533161484169
1091,2,Cu,cusC,ALE5,13.42493558157407
1092,0.001,As,arsR,ALE1,0.9864934738254284
1093,0.001,As,arsR,ALE1,1.0697958596894765
1094,0.001,As,arsR,ALE1,1.9439424375365306
1095,0.002,As,arsR,ALE1,1.0261160398370168
1096,0.002,As,arsR,ALE1,0.9574298386678426
1097,0.002,As,arsR,ALE1,1.8146856533953308
1098,0.004,As,arsR,ALE1,1.0287920832782746
1099,0.004,As,arsR,ALE1,1.0394803871625065
1100,0.004,As,arsR,ALE1,1.8562787120377493
1101,0.008,As,arsR,ALE1,0.7973978354123301
1102,0.008,As,arsR,ALE1,0.8324274973147154
1103,0.008,As,arsR,ALE1,2.077944368721288
1104,0.02,As,arsR,ALE1,1.0254681647940074
1105,0.02,As,arsR,ALE1,0.6266344799839068
1106,0.02,As,arsR,ALE1,2.0118765171359216
1107,0.03,As,arsR,ALE1,0.9424370524812384
1108,0.03,As,arsR,ALE1,0.6988696039163329
1109,0.03,As,arsR,ALE1,1.9296430419037764
1110,0.06,As,arsR,ALE1,0.9222126653048058
1111,0.06,As,arsR,ALE1,1.0093339661445975
1112,0.06,As,arsR,ALE1,1.9833319443286939
1113,0.1,As,arsR,ALE1,1.089160488879984
1114,0.1,As,arsR,ALE1,1.2302705307513002
1115,0.1,As,arsR,ALE1,1.9714446634750777
1116,0.25,As,arsR,ALE1,1.092519119084584
1117,0.25,As,arsR,ALE1,1.0508253446026434
1118,0.25,As,arsR,ALE1,1.8786335812906592
1119,0.5,As,arsR,ALE1,1.2651414395170861
1120,0.5,As,arsR,ALE1,1.075866889119358
1121,0.5,As,arsR,ALE1,1.947794779477948
1122,1,As,arsR,ALE1,1.2641148128320225
1123,1,As,arsR,ALE1,1.4753090189031461
1124,1,As,arsR,ALE1,1.2982176110667731
1125,2,As,arsR,ALE1,1.622532483758121
1126,2,As,arsR,ALE1,1.7690755406640266
1127,2,As,arsR,ALE1,1.5985592938041304
1128,0.01,Pb,zraP,ALE5,1.7411508835523333
1129,0.01,Pb,zraP,ALE5,1.440526821237481
1130,0.01,Pb,zraP,ALE5,1
1131,0.02,Pb,zraP,ALE5,1.5592036325532659
1132,0.02,Pb,zraP,ALE5,1.3404395604395605
1133,0.02,Pb,zraP,ALE5,0.9276225377920292
1134,0.03,Pb,zraP,ALE5,1.411376497956894
1135,0.03,Pb,zraP,ALE5,1.2256944444444444
1136,0.03,Pb,zraP,ALE5,1
1137,0.04,Pb,zraP,ALE5,1.492169340395534
1138,0.04,Pb,zraP,ALE5,1.3159960314470147
1139,0.04,Pb,zraP,ALE5,1
1140,0.07,Pb,zraP,ALE5,1.333094692630775
1141,0.07,Pb,zraP,ALE5,1.4004519938762119
1142,0.07,Pb,zraP,ALE5,1.0082346599252745
1143,0.1,Pb,zraP,ALE5,1.4452188458321715
1144,0.1,Pb,zraP,ALE5,1.2884267631103075
1145,0.1,Pb,zraP,ALE5,0.8204301627226529
1146,0.2,Pb,zraP,ALE5,1.4800532079440698
1147,0.2,Pb,zraP,ALE5,1.352425440172476
1148,0.2,Pb,zraP,ALE5,0.9525037106476056
1149,0.3,Pb,zraP,ALE5,1.4393573682475391
1150,0.3,Pb,zraP,ALE5,1.1516008829183775
1151,0.3,Pb,zraP,ALE5,0.9071349695436899
1152,0.4,Pb,zraP,ALE5,0.9109453165430396
1153,0.4,Pb,zraP,ALE5,0.9089052287581698
1154,0.4,Pb,zraP,ALE5,0.7367483480746526
1155,0.6,Pb,zraP,ALE5,1.169351250333719
1156,0.6,Pb,zraP,ALE5,1.078196769891836
1157,0.6,Pb,zraP,ALE5,1.1812909028876275
1158,1,Pb,zraP,ALE5,1.2477027268445584
1159,1,Pb,zraP,ALE5,1.474236390948759
1160,1,Pb,zraP,ALE5,1.4595801002500384
1161,2,Pb,zraP,ALE5,2.203378512516017
1162,2,Pb,zraP,ALE5,2.5172072507860532
1163,2,Pb,zraP,ALE5,2.3571160873231523
1164,0.01,Cu,cusC,MG,1.188796625807302
1165,0.01,Cu,cusC,MG,1.1965038675267377
1166,0.01,Cu,cusC,MG,1.1446661292489588
1167,0.02,Cu,cusC,MG,1.1996309136361494
1168,0.02,Cu,cusC,MG,1.1653821451509312
1169,0.02,Cu,cusC,MG,1.1926342022495868
1170,0.03,Cu,cusC,MG,1.2249984704802692
1171,0.03,Cu,cusC,MG,1.2477203275883144
1172,0.03,Cu,cusC,MG,1.216924427226779
1173,0.04,Cu,cusC,MG,1.2200138744363511
1174,0.04,Cu,cusC,MG,1.2649012320187212
1175,0.04,Cu,cusC,MG,1.1647972389991372
1176,0.06,Cu,cusC,MG,1.1783620200491773
1177,0.06,Cu,cusC,MG,1.175120896
1178,0.06,Cu,cusC,MG,1.3098697434858413
1179,0.1,Cu,cusC,MG,1.2907867500928814
1180,0.1,Cu,cusC,MG,1.3367421475529582
1181,0.1,Cu,cusC,MG,1.3624127647062354
1182,0.2,Cu,cusC,MG,1.3065449714054649
1183,0.2,Cu,cusC,MG,1.352529133458229
1184,0.2,Cu,cusC,MG,1.550655143221763
1185,0.3,Cu,cusC,MG,2.293376521836256
1186,0.3,Cu,cusC,MG,2.1040366759901357
1187,0.3,Cu,cusC,MG,2.143598664591031
1188,0.4,Cu,cusC,MG,2.8695548085267686
1189,0.4,Cu,cusC,MG,2.987444041217451
1190,0.4,Cu,cusC,MG,2.5014920291596576
1191,0.6,Cu,cusC,MG,5.539483684326657
1192,0.6,Cu,cusC,MG,4.793201528421776
1193,0.6,Cu,cusC,MG,4.091516840831103
1194,1,Cu,cusC,MG,7.986469787
1195,1,Cu,cusC,MG,5.923099850968703
1196,1,Cu,cusC,MG,7.721767313866381
1197,2,Cu,cusC,MG,11.846284418442384
1198,2,Cu,cusC,MG,10.99726923607598
1199,2,Cu,cusC,MG,11.766006869304535
1200,0.001,As,arsR,MG,1.2981872836582253
1201,0.001,As,arsR,MG,1.284432750476506
1202,0.001,As,arsR,MG,1.2457627118644068
1203,0.002,As,arsR,MG,1.4234536082474227
1204,0.002,As,arsR,MG,1.4420021762785633
1205,0.002,As,arsR,MG,1.2810476938424638
1206,0.004,As,arsR,MG,1.3930909090909092
1207,0.004,As,arsR,MG,1.3566602888636787
1208,0.004,As,arsR,MG,1.4441889593030863
1209,0.008,As,arsR,MG,1.3724642381003855
1210,0.008,As,arsR,MG,1.4268774703557314
